URL,Manufacturer,ASIN,Product details
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-19,EXPERTS,B0BTD4FK9G,"  Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket   "
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-20,NoProductDimensions‏‎43x23x25cm;370GramsDateFirstAvailable‏‎11September2019Manufacturer‏‎Sfane,B07XXFB9CZ,"  Premium Durable Material - Travel duffel bag is made of high quality,durable material.    Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.    Adjustable Shoulder straps - Comfortable and adjustable shoulder strap    Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!   "
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-21,AtulituAgency,Not found,"  A super-slim backpack for men design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality.This college bag has spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design of this school bag for boys are crafted from polyester, this medium school bag is sturdy enough to withstand regular wear and tear gracefully.    Zipline laptop bag for men features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this school bag for boys can be easily adjusted according to your liking. Spacious backpack is featuring with four pockets and three main compartments all with speciality zippers, this office bag for men offers you enough space to carry your books, files, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.    The lighter your college Bag, the more you’ll enjoy hiking. With this in mind, we've ensured that the Zipline college bag weighs very light, and does not add extra weight to your back.    The Zipline school bag has been provided with a bouncy mesh that prevents sweatiness by allowing air flow. The padded back panel of this school bag and shoulder straps helps make carrying heavier loads easier and more comfortable.    Highly Durable and Water Resistant fabric have been used in this school bag for boys   "
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-22,SafariIndustries,B09B25Z8M2,"  Care Instructions: Hand Wash Only    100% Polyester, High Quality, Durable and Water Resistant Fabric    2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight   "
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-23,SafariIndustries,B09B25Z8M2,"  Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort    Smooth zippers that never jam or break    Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use    Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials    The padded shoulder straps, handle, and back panel provides protection and all-day comfort.   "
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-24,ADISA,B09TPX22NF,  Care Instructions: Wipe with Damp Cloth    Material: Water Resistant Light-Weight Polyester<br>    Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>    Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>    Closure Type: Zipper<br>   
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-25,Half_Moon,B0C23Z9W18,"  This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.    Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.    Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.    Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.    FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc   "
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-26,EXPERTS,B0BTD4S4XF,"  Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY1NTc5MDQ1NDI1OTk6MTY5MjgwODc1NTpzcF9tdGY6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808755%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,AcefourAccessoriesPvt Ltd,B0BXFDK5J2,"  Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty    Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side    Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY1NTc5MDQ1NDI1OTk6MTY5MjgwODc1NTpzcF9tdGY6MjAwNjM3ODQ0NTgzOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808755%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,AcefourAccessoriesPvt Ltd,B0B69M182Q,  Care Instructions: Hand Wash Only    Handcrafted with care and made up of premium quality robust material   
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-29,NoProductDimensions‏‎30x12x42cm;600GramsDateFirstAvailable‏‎16December2017Manufacturer‏‎FurJaden,B078GLXMDY,"  KEY FEATURES - Black Colour Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.    Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. Note: We do not provide Power Bank with this Bag.    Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the backside of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.    Durable and Sturdy - Made from durable quality polymer fabric, this Fur Jaden backpack is sturdy and reliable. Flaunt this bag with style and enjoy life with this low maintenance bag which is also washable. This backpack is also suitable for school or college.    Warranty - 1 Year Manufacturer Warranty Against Manufacturing Defects   "
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-30,Wesley,B098QFF5TJ,"  Care Instructions: Hand Wash Only    Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories    CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem    FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult    COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.    12 Months Limited Brand Warranty   "
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-31,SafariIndustries,B09B28TKLG,"  Care Instructions: Hand Wash Only    100% Polyester, High Quality, Durable and Water Resistant Fabric    2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult   "
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-32,ArcticFox,B08L6Q9V1H,  Care Instructions: Hand Wash Only    Compartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller   
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-33,ADISA,B07F3X45WZ,"  Care Instructions: Hand Wash Only    Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo    Dimensions : LxWxH- 31 x 18 x 47 cms    Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)    No. of Compartments : 3 with full padding    NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)   "
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-34,ADISA,B07F3X45WZ,"  PRACTICAL AND ELEGANT:Made with Oxford Fabric, a stylish laptop bag for daily travel and short trips<br>; Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Travel Backpacks; Special Features: Laptop Compartment<br><br>    Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Travel Backpacks<br>    Water Resistance Level: Water Resistant; Compartment Description: Greater Than 17 Inches<br>   "
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-35,BagzoneLifestylePvtLtd,B097RJ22Q3,"  The Lino wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.    Built to last: This duffle bag for travel features a combi-lock, shoulder strap, fully lined interior and is built with high-quality polyester fabric for the utmost durability. Made from water repellent & premium zippers, it makes it a super durable and lightweight all-weather travel duffle bag.    Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel have sturdy heavy-duty treaded rubber wheels in a protective wheel housing and retractable trolley for smooth mobility and maximum durability.    External Dimension: Length – 63cm, Width – 30cm, Height – 32cm, Capacity - 60 Litres.    Manufacturer warranty - 2 years   "
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692808755&sprefix=ba%2Caps%2C283&sr=8-36,WildHorn,B09QL81ZHB,"  Care Instructions: Hand Wash Only    ✈LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.    ✈DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.    ✈MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.    ✈SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.    ✈BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY1NTc5MDQ1NDI1OTk6MTY5MjgwODc1NTpzcF9idGY6MjAwOTc1Nzk1MDE3OTg6OjA6Og&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808755%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,AcefourAccessoriesPvt Ltd,B0B691HSL3,"  Care Instructions: Hand Wash Only    Handcrafted with care and made up of premium quality robust material    Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage    Right sized with sturdy stitching; Dimension: (26.5 cm x 13.3 cm x 38.2); Warranty: 750 days international warranty    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)    Roll top wide opening for easy access; Padded laptop compartment fits up to 15”, Front Access pocket & Back padding with Air mesh   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDY1NTc5MDQ1NDI1OTk6MTY5MjgwODc1NTpzcF9idGY6MjAxMjU4OTk5MjA2OTg6OjA6Og&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808755%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,AcefourAccessoriesPvt Ltd,B0BWNBQXDZ,"  Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material    Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side    Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA3NjgyNDQ3MDAzNTk5OjE2OTI4MDg4NTc6c3BfYXRmX25leHQ6MzAwMDEyMzM5NDMyODMyOjowOjo&url=%2FHOEXL-Expandable-Laptop-Backpack-Water-resistant%2Fdp%2FB0C3J2RLHP%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808857%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,HOEXL,B0C3J2RLHP,"  Care Instructions: Hand Wash Only    The Ultimate Expandable HOEXL Backpack - Unlock the limitless potential of our HOEXL backpack. With its ingenious expandable feature, effortlessly transition from 25 Litre to a generous 42 Litre capacity. Adapt to any situation, whether it's daily commuting or weekend getaways, and carry more with ease. It comes with 100% guarantee and 2 year HOEXL trust warranty.    Convertible HOEXL Travel Backpack - This versatile backpack offers three modes - shoulder mode, office mode, and luggage or suitcase mode - providing you with the ultimate convenience for any situation. Carry it comfortably on your shoulder, effortlessly transition to a sleek office bag, or convert it into a spacious luggage for your traveling needs. With its stylish design, durable construction, and ample storage space, this back pack is the epitome of versatility    Multiple Compartments for Better Storage - your ultimate companion for organized and efficient travel. With three dedicated compartments, this backpack offers ample storage for your personal belongings, clothing, and electronic devices. Safely store your laptop and computer in separate compartments while keeping pens, phone and accessories organized in convenient pockets. This is designed to streamline your life and keep all your essentials within reach.    USB Port Backpack - This innovative backpack features a built-in USB port, allowing you to conveniently charge your devices while on the move. Simply connect your charger to the internal cable and stay powered up throughout your day. With its spacious compartments and comfortable design, this backpack is perfect for carrying your essentials and keeping your devices charged wherever you go.    Water-Resistant Laptop Backpack - A durable and reliable companion for all your adventures. Crafted with high-quality oxford materials, this backpack is built to withstand the elements and protect your belongings from water damage. Its rugged construction ensures long-lasting durability, making it perfect for daily use and outdoor activities. With its spacious compartments and ergonomic design, this backpack provides ample storage and comfortable carrying.   "
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA3NjgyNDQ3MDAzNTk5OjE2OTI4MDg4NTc6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692808857%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FurJaden,B0C28QQMFJ,"  Care Instructions: Wipe with Damp Cloth    Fur Jaden Pro Series: Introducing our most premium, stylish and functional range of travel accessories. We craft signature pieces that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication.    Smart Anti-Theft Tech Backpack: Fur Jaden Pro V comes with an in-built USB Type-A and USB Type-C reversible charging port system to facilitiate safe and quick charging on the go. With reversible charging, charge the powerbank directly without having to remove it from your bag. Anti-Theft: This smart tech backpack comes with an anti-theft pocket on the back to store valuable documents, wallets, keys and other smaller essentials while travelling.    Multi Utility Compartments: Unique Barrel styled front compartment is spacious to house t-shirts and denims for a short weekend getaway. It also features a small utility pocket to hold wallets/ cardholders/keys. On the back, a 180 Degree openable padded compartment to store tablets/ kindle devices and laptops upto 15.6 Inches.    Innovative Design: Handcrafted with precision, this uniqely designed structured laptop backpack features two quick access front pockets to hold small accessories plus an additional side pocket to house the power bank which can also be used to store a 500ml water bottle.    Warranty: 1 Year Manufacturer Warranty Against Defects. Product Dimensions: 48 cm (H) x 30 cm (W) x 15 cm (D). Storage Volume: 22L.   "
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-35,ArcticFox,B08L6Q9V1H,  Care Instructions: Hand Wash Only    Compartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller   
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-36,WildHorn,B09QL81ZHB,"  Care Instructions: Hand Wash Only    ✈LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.    ✈DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.    ✈MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.    ✈SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.    ✈BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.   "
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-37,SafariIndustries(India)Ltd,B07Q7CNPMV,"  Care Instructions: Hand Wash Only    Outer Material: Polyester, Color: Sea Blue    Not water resistant. With Rain Cover:No    Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)    Number of compartments: 2; Laptop Compatibility: No    Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket    Drawstring, 2 Compartments, Compact Size   "
https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-38,SafariIndustries(India)Ltd,B07Q7CNPMV,"  Strong stitching at major stress points provide long-lasting durability against daily activities    Main compartment with zip closure    Lightweight and fold-able, It's easy to fold up into small compact space.    Can be folded and inserted in the inner pocket with double sided runner    Optimum quality of accessories and zipper for smoother functioning and high durability    Bag Capacity - 19.5 Ltrs   "
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-39,ADISA,B0BPTV3795,  Material: Water Resistant Strong Polyester    Compartments: 2 with padding    Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 11 x 6 x 18 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover   
https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-40,ADISA,B0BX3QFVSM,  Material: Water Resistant Light-Weight Polyester    Compartments: 2 (padded) + 1 front easy-access pocket    Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)    Dimensions: LxWxH- 31 x 20 x 47 cms    Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo   
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1692808857&sprefix=ba%2Caps%2C283&sr=8-41,SafariIndustries,B09B26MB5M,  Lightweight yet durable backpack/daypack for school use or everyday outings    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult   
