URL,Product Name,price(Rs),rating,reviews
https://www.amazon.in/DZert-Panda-School-Backpacks-Cartoon/dp/B07WSBV3BN/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-67,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),249,3.7 out of 5 stars,"12,112 ratings"
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-68,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,439,3.7 out of 5 stars,55 ratings
https://www.amazon.in/Safari-Polyester-Travel-Duffle-ARC65RLBLU/dp/B0978S73F7/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-69,Safari ARC Polyester Medium Size 65 Cms Wheel Travel Duffle Bag (Blue),"1,509.00",3.9 out of 5 stars,"1,970 ratings"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-70,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",998,3.9 out of 5 stars,"1,095 ratings"
https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-71,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,431,3.5 out of 5 stars,"1,090 ratings"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-72,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Navy-Tan),979,4.4 out of 5 stars,"6,595 ratings"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-73,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",550,4.3 out of 5 stars,"12,382 ratings"
https://www.amazon.in/Crossbody-Adjustable-Durable-Water-Resistant-Travel-Friendly/dp/B0C3RFCH37/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-74,"Amazon Basics Sling Bag/Crossbody Bag with Adjustable Strap for Daily and Travel Use, Durable, Water-Resistant, Travel-Friendly (Unisex, Black)",349,4.5 out of 5 stars,"1,016 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA1Mjk4MTAzMDQ1OTk6MTY5MjgwOTA1NTpzcF9tdGY6MjAwNjM3ODQ0NTgzOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809055%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0 out of 5 stars,540 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA1Mjk4MTAzMDQ1OTk6MTY5MjgwOTA1NTpzcF9tdGY6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809055%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,400",4.3 out of 5 stars,78 ratings
https://www.amazon.in/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-77,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",735,4.1 out of 5 stars,"2,687 ratings"
https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-78,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green","1,499",4.3 out of 5 stars,278 ratings
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-79,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0 out of 5 stars,607 ratings
https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-80,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),549,3.9 out of 5 stars,"7,774 ratings"
https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-81,Gear Casual Backpack,399,3.8 out of 5 stars,"2,247 ratings"
https://www.amazon.in/Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-82,Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,"1,099",4.1 out of 5 stars,"1,517 ratings"
https://www.amazon.in/Dyazo-Resistant-Photographers-Compatible-Panasonic/dp/B0BWWD1QQQ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-83,Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),799,4.3 out of 5 stars,525 ratings
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692809055&sprefix=ba%2Caps%2C283&sr=8-84,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",512,3.9 out of 5 stars,716 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA1Mjk4MTAzMDQ1OTk6MTY5MjgwOTA1NTpzcF9idGY6MjAxMjU4OTk5MjA2OTg6OjA6Og&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809055%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.4 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA1Mjk4MTAzMDQ1OTk6MTY5MjgwOTA1NTpzcF9idGY6MjAwOTc1Nzk1MDE3OTg6OjA6Og&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809055%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,180 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,"3,499",4.6 out of 5 stars,99 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,400",4.3 out of 5 stars,78 ratings
https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0C23BYDML/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-83,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,699,3.6 out of 5 stars,29 ratings
https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-84,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,849,3.9 out of 5 stars,"1,410 ratings"
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-85,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",512,3.9 out of 5 stars,716 ratings
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-86,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),512,4.0 out of 5 stars,"6,468 ratings"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-87,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,4.0 out of 5 stars,"5,655 ratings"
https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0B1HM2ZGX/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-88,Martucci 16 inch 36L Casual Waterproof Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,599,3.8 out of 5 stars,199 ratings
https://www.amazon.in/Safari-Swagpack-Backpack-Compartments-Raincover/dp/B09B25QMKY/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-89,Safari Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Black (SWAGPACK19CBBLK),"1,255",3.7 out of 5 stars,504 ratings
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-90,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",398,4.1 out of 5 stars,"9,714 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfbXRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.4 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfbXRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","1,900",4.5 out of 5 stars,78 ratings
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-93,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",479,3.9 out of 5 stars,"10,367 ratings"
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-94,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",809,3.8 out of 5 stars,"3,163 ratings"
https://www.amazon.in/Wesley-Liter-Casual-Daypack-Backpack/dp/B0BVVY98PZ/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-95,Wesley 15 Liter Casual Daypack Backpack,169,3.7 out of 5 stars,191 ratings
https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-96,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8 out of 5 stars,"2,547 ratings"
https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-97,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),895,4.2 out of 5 stars,224 ratings
https://www.amazon.in/Crossbody-Adjustable-Durable-Water-Resistant-Travel-Friendly/dp/B0C3RFCH37/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-98,"Amazon Basics Sling Bag/Crossbody Bag with Adjustable Strap for Daily and Travel Use, Durable, Water-Resistant, Travel-Friendly (Unisex, Black)",349,4.5 out of 5 stars,"1,016 ratings"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-99,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),698,3.9 out of 5 stars,"1,373 ratings"
https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1692809155&sprefix=ba%2Caps%2C283&sr=8-100,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,599,3.5 out of 5 stars,89 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,180 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTQ1MzgwNzMwNTI4NTk5OjE2OTI4MDkxNTU6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809155%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)","1,200",4.4 out of 5 stars,35 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA0OTE0MTY2ODc3NTk5OjE2OTI4MDkyNTQ6c3BfYXRmX25leHQ6MzAwMDEyMzM5NDMyODMyOjowOjo&url=%2FHOEXL-Expandable-Laptop-Backpack-Water-resistant%2Fdp%2FB0C3J2RLHP%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809254%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"HOEXL 42L Expandable Laptop Backpack - Premium Laptop Backpacks for Men, Women for Travel, School, College - Tech Bag with USB - Bagpacker Bag for Men, 17 inch Laptop Bags for Multipurpose with Water-resistant, Smart Bag with Multiple Compartments","2,699",5.0 out of 5 stars,35 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA0OTE0MTY2ODc3NTk5OjE2OTI4MDkyNTQ6c3BfYXRmX25leHQ6MjAxNTM5NjI0MjE0OTg6OjA6Og&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28QQMFJ%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809254%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,"3,499",4.6 out of 5 stars,99 ratings
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-99,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",697,4.0 out of 5 stars,209 ratings
https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-100,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,3.9 out of 5 stars,"4,131 ratings"
https://www.amazon.in/Mokobara-Transit-Backpack-Laptop-Sunray/dp/B09V7R98XC/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-101,"MOKOBARA The Transit Backpack - 30L Premium Nylon 15.6"" Unisex Laptop Bag With Luggage Sleeve","4,999",4.5 out of 5 stars,656 ratings
https://www.amazon.in/Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-102,Boldfit Waist Bag for Men Fanny Pack for Women Fanny Pack for Men Waist Bag for Women Chest Bag for Women Waist Pouch for Men Waist Bag for Boys Waist Bags for Girls Fanny Bag - Black,299,4.2 out of 5 stars,"1,047 ratings"
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-103,F Gear String 11 Ltrs Nylon Black Gym Bag,190,4.0 out of 5 stars,594 ratings
https://www.amazon.in/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-104,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"1,299.00",4.3 out of 5 stars,989 ratings
https://www.amazon.in/Gear-Universe-Resistant-Backpack-Daypack/dp/B0BZWLBDV3/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-105,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),"1,095",3.7 out of 5 stars,32 ratings
https://www.amazon.in/DIVULGE-Drawstring-Bag-Sports-Utility/dp/B07PXTDBH4/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-106,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",145,4.0 out of 5 stars,"1,159 ratings"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA0OTE0MTY2ODc3NTk5OjE2OTI4MDkyNTQ6c3BfbXRmOjIwMTY0Njg2ODY4NTk4OjowOjo&url=%2FSPENZ-BAGS-Backpack-Raincover-Baby-Pink%2Fdp%2FB0C3RNFHHV%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809254%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",845,4.0 out of 5 stars,163 ratings
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTA0OTE0MTY2ODc3NTk5OjE2OTI4MDkyNTQ6c3BfbXRmOjIwMDkwODYxOTg2Mjk4OjowOjo&url=%2FSwiss-Military-Laptop-Backpack-Canvas%2Fdp%2FB09T9NS7SB%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1692809254%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Swiss Military Multi Utility Backpack with USB Charging Port - LBP89 and Combo Offers,"2,401",3.7 out of 5 stars,59 ratings
https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTW8SP/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-109,Tabelito® Basic Laptop Bag Laptop Cover Laptop Bags Laptop Sleeve Office Bag Laptop Bag 15.6 inch(39.6cm) Laptop Apple/Lenovo/Asus/Hp/MacBook/Thinkpad/Ideapad (Grey),299,4.1 out of 5 stars,"2,403 ratings"
https://www.amazon.in/Glowic-Unisexs-Backpack-College-Students/dp/B0BGX9W69N/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-110,Glowic Unisex's Backpack for Men Women Boys Girls/Office School College Teens & Students (WBAG-64) (Black),929,3.6 out of 5 stars,263 ratings
https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1692809254&sprefix=ba%2Caps%2C283&sr=8-111,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,649,3.7 out of 5 stars,94 ratings
